X_coords,Y_coords,cellID,SKP_jan-mar,SKP_apr-jun,SKP_jul-sep,SKP_oct-dec
-65.5,-37.5,552,0.02156239128725042,NA,NA,0.019188196174186177
-64.5,-37.5,553,0.02396983187582526,NA,NA,0.021986070572005693
-63.5,-37.5,554,0.022984315316240553,NA,NA,0.020889937980980093
-62.5,-37.5,555,0.025125446101909615,NA,NA,0.02069250750457926
-61.5,-37.5,556,0.022419987618464168,NA,NA,0.020718505535343077
-60.5,-37.5,557,0.02486061214561909,NA,NA,0.021147204412849976
-29.5,-37.5,578,0.13379409989476845,0.07588463186471607,0.017790742064008058,0.04023929638860847
-28.5,-37.5,579,0.05207741515084377,0.03254175779436666,0.020904776636234933,0.04113892369145693
-27.5,-37.5,580,0.05622806406397374,0.029505817716334686,0.017157696828878365,0.0371000395705925
-26.5,-37.5,581,0.03432402719294623,0.0185616322884364,0.011213617172468193,0.02528069490753087
-25.5,-37.5,582,0.03562322727004238,0.01834775185807333,0.012710875536617235,0.025728643854969844
-24.5,-37.5,583,0.03396051131466791,0.017521633244859374,0.017087460565606415,0.025239748875899845
-23.5,-37.5,584,0.030416859178050686,0.015386656852468218,0.015835795262655813,0.02374213528034261
-22.5,-37.5,585,0.024476590250551978,0.012274218397393587,0.012479543013334721,0.018729916357062826
-21.5,-37.5,586,0.022353344253511036,0.01174005779146414,0.012351491088767463,0.0199142788222634
-20.5,-37.5,587,0.019722024786960512,0.009414048220070925,0.010370872395780037,0.01599412602796504
80.5,-37.5,687,0.011057943743084586,NA,NA,0.015079557562241797
81.5,-37.5,688,0.011735802351074314,NA,NA,0.012370170682571567
82.5,-37.5,689,0.011836131420081658,NA,NA,0.01207730864049789
83.5,-37.5,690,0.012503979980799433,NA,NA,0.012068495509538575
84.5,-37.5,691,0.013135585888851553,NA,NA,0.011530255656588483
85.5,-37.5,692,0.012764675793778761,NA,NA,0.012585513019270893
86.5,-37.5,693,0.013174601407527119,NA,NA,0.012330224720340307
87.5,-37.5,694,0.01306776824477739,NA,NA,0.011475186766009686
88.5,-37.5,695,0.01325143122696008,NA,NA,0.009713980396547164
89.5,-37.5,696,0.013438620516556223,NA,NA,0.009712472429990297
-99.5,-36.5,753,0.04235066271409166,NA,NA,0.022328693941490625
-98.5,-36.5,754,0.033082193757501155,NA,NA,0.017741527289538785
-97.5,-36.5,755,0.03594207015837839,NA,NA,0.017734352515052492
-96.5,-36.5,756,0.0316692799555523,NA,NA,0.017804024208169393
-95.5,-36.5,757,0.02871663718973893,NA,NA,0.016914473395058634
-94.5,-36.5,758,0.02661012414276204,NA,NA,0.016473170735455116
-93.5,-36.5,759,0.02070948618238179,NA,NA,0.016211270916579413
-92.5,-36.5,760,0.020329593189866813,NA,NA,0.016450016698041605
-91.5,-36.5,761,0.02030607307237242,NA,NA,0.016602777612434977
-90.5,-36.5,762,0.019992178152259642,NA,NA,0.01812091786099071
-79.5,-36.5,773,0.02106334856241104,NA,NA,NA
-78.5,-36.5,774,0.018614077350125522,NA,NA,NA
-77.5,-36.5,775,0.017801848136095078,NA,NA,NA
-76.5,-36.5,776,0.016577863031024008,NA,NA,NA
-75.5,-36.5,777,0.013577864080644398,NA,NA,NA
-74.5,-36.5,778,0.013034030838683977,NA,NA,NA
-73.5,-36.5,779,0.01141243796522979,NA,NA,NA
-72.5,-36.5,780,0.013365881092110751,NA,NA,NA
-71.5,-36.5,781,0.014395524755777428,NA,NA,NA
-70.5,-36.5,782,0.013588166574439963,NA,NA,NA
-69.5,-36.5,783,0.013330504466948214,NA,NA,0.010655614883771225
-68.5,-36.5,784,0.01403093012622989,NA,NA,0.011272736660397784
-67.5,-36.5,785,0.017856092580058595,NA,NA,0.01273421938758028
-66.5,-36.5,786,0.024706722723271037,NA,NA,0.01683144281125371
-65.5,-36.5,787,0.031910700088343076,NA,NA,0.020438073611986563
-64.5,-36.5,788,0.03777388314276886,NA,NA,0.027976722706372973
-63.5,-36.5,789,0.041116075134083115,NA,NA,0.025248802560976964
-62.5,-36.5,790,0.043230709778640235,NA,NA,0.02438305454623459
-61.5,-36.5,791,0.04529358614074745,NA,NA,0.0265361152821749
-60.5,-36.5,792,0.034640392259905346,NA,NA,0.02198359683272754
-29.5,-36.5,813,0.2656082125824871,0.14175423621144487,0.03443100888343069,0.1942278164841896
-28.5,-36.5,814,0.06370789083241203,0.04515593071405536,0.019982280015617932,0.04100148538158526
-27.5,-36.5,815,0.05518413837455932,0.027869794918530814,0.01755465507154182,0.0446477275683216
-26.5,-36.5,816,0.04355684429036895,0.01942445291315566,0.014123253364426814,0.03427900163742343
-25.5,-36.5,817,0.03392008438643821,0.019200342529922733,0.01274667010753305,0.02876928527157271
-24.5,-36.5,818,0.035762162896667164,0.0176712920130471,0.01198559829231915,0.02442043244282528
-23.5,-36.5,819,0.030711137284927355,0.016819170687264975,0.017977596199363975,0.023022634057038444
-22.5,-36.5,820,0.02897840642075935,0.017190579535455983,0.01500584798729035,0.02338755584643976
-21.5,-36.5,821,0.031478178599439785,0.016992521102197837,0.01524356976543772,0.025233128385997308
