X_coords,Y_coords,cellID,YFT_jan-mar,YFT_apr-jun,YFT_jul-sep,YFT_oct-dec
-66.5,-35.5,1022,0.02072996570258479,NA,NA,0.009890627638250838
-65.5,-35.5,1023,0.012719361888820816,NA,NA,0.010916640537388982
-64.5,-35.5,1024,0.026399939976445328,NA,NA,0.011101576551358351
-63.5,-35.5,1025,0.022085722918443036,NA,NA,0.012405007893345671
-62.5,-35.5,1026,0.034745820985356016,NA,NA,0.0105025475270694
-61.5,-35.5,1027,0.028021665105963916,NA,NA,0.012182389828672565
-60.5,-35.5,1028,0.024159817130592905,NA,NA,0.01247155892880662
-29.5,-35.5,1045,0.030234815945035513,0.007981697001622694,0.006356063454699241,0.017935366095798103
-28.5,-35.5,1046,0.03536597080502458,0.016028290974548977,0.01089942851083031,0.02002607563040119
-27.5,-35.5,1047,0.01707420056766795,0.009272783931740573,0.009647400728385078,0.0154861811333141
-26.5,-35.5,1048,0.014553073407883232,0.009716617567516031,0.0078137312796982,0.03030307875921823
-25.5,-35.5,1049,0.016184704035610488,0.008448156336303185,0.008728261072845028,0.027617401853073376
-24.5,-35.5,1050,0.017452778760544532,0.009181111135099174,0.01005196274436049,0.03002322768345792
-23.5,-35.5,1051,0.021535883948608343,0.010271053945176425,0.011987964528450757,0.016247998211787008
-22.5,-35.5,1052,0.01679767096905557,0.009118740639808227,0.00898703730212844,0.014081809170804885
-21.5,-35.5,1053,0.018815579028463144,0.008960015714891906,0.008919439866168057,0.015439130483375196
-20.5,-35.5,1054,0.018002407237140947,0.008752455149698203,0.009037185678818041,0.01575401511632007
80.5,-35.5,1154,0.019445823354838236,NA,NA,0.012454945776925363
81.5,-35.5,1155,0.019690234400798475,NA,NA,0.012340310365949955
82.5,-35.5,1156,0.01943113482513484,NA,NA,0.012768896607546919
83.5,-35.5,1157,0.019611653662347628,NA,NA,0.011510423972305624
84.5,-35.5,1158,0.01835383619649373,NA,NA,0.009531516889866611
85.5,-35.5,1159,0.01913226047507379,NA,NA,0.010483746246993858
86.5,-35.5,1160,0.018628834163256357,NA,NA,0.012266250071871302
87.5,-35.5,1161,0.021991033357279182,NA,NA,0.012593736998543057
88.5,-35.5,1162,0.02080384867102934,NA,NA,0.012636192553055642
89.5,-35.5,1163,0.022472433418073718,NA,NA,0.013604667047760644
-99.5,-34.5,1221,0.06922321539246686,NA,NA,0.03583382600084726
-98.5,-34.5,1222,0.06322363682638808,NA,NA,0.040330549538607055
-97.5,-34.5,1223,0.052602932928796337,NA,NA,0.03812005491078021
-96.5,-34.5,1224,0.0536828712351303,NA,NA,0.03914663114821672
-95.5,-34.5,1225,0.0486464198513695,NA,NA,0.036353195487568414
-94.5,-34.5,1226,0.04636257238803164,NA,NA,0.028126952419259894
-93.5,-34.5,1227,0.030340260549194323,NA,NA,0.023042680795870983
-92.5,-34.5,1228,0.029897875243365808,NA,NA,0.021220662574154153
-91.5,-34.5,1229,0.024518646130236056,NA,NA,0.018144922422435674
-90.5,-34.5,1230,0.025950176475531394,NA,NA,0.018331831185108362
-79.5,-34.5,1241,0.022168795390887782,NA,NA,NA
-78.5,-34.5,1242,0.02092557834445289,NA,NA,NA
-77.5,-34.5,1243,0.020920785798329893,NA,NA,NA
-76.5,-34.5,1244,0.021538108869034046,NA,NA,NA
-75.5,-34.5,1245,0.019845430363428507,NA,NA,NA
-74.5,-34.5,1246,0.01783513975429962,NA,NA,NA
-73.5,-34.5,1247,0.011543017380805706,NA,NA,NA
-72.5,-34.5,1248,0.00864037924017095,NA,NA,NA
-71.5,-34.5,1249,0.008362507703431355,NA,NA,NA
-70.5,-34.5,1250,0.008055383098356836,NA,NA,NA
-69.5,-34.5,1251,0.006677879073171415,NA,NA,0.006655490860332591
-68.5,-34.5,1252,0.014203935422129511,NA,NA,0.007276439887603285
-67.5,-34.5,1253,0.01841068687320401,NA,NA,0.008283960655004344
-66.5,-34.5,1254,0.01823441886346927,NA,NA,0.008360281732261889
-65.5,-34.5,1255,0.016770072664993082,NA,NA,0.00825047456705025
-64.5,-34.5,1256,0.012729637558642332,NA,NA,0.006798254909056483
-60.5,-34.5,1257,0.07859091353253883,NA,NA,0.010810195145487988
-28.5,-34.5,1273,0.017107681691238916,0.006639062001748835,0.007216090811268856,0.011053254649996553
-27.5,-34.5,1274,0.016299329424406754,0.009253534800947637,0.008827878188889833,0.02055591437858648
-26.5,-34.5,1275,0.013840263050058388,0.0098851825752351,0.008074010546771159,0.015268068834336084
-25.5,-34.5,1276,0.018689120193286106,0.010592422667630764,0.00842494207881864,0.01641614553240246
-24.5,-34.5,1277,0.011176996442572298,0.00943816589299067,0.008043482646916606,0.027889946706011266
-23.5,-34.5,1278,0.0173722982948274,0.008103906061318887,0.008052696888369206,0.023153140002525257
-22.5,-34.5,1279,0.017659177380390273,0.008799731343597725,0.0073638605551439905,0.01846246146071622
-21.5,-34.5,1280,0.020340006050786726,0.008430304852300624,0.0079542245011269,0.015834190559828112
-20.5,-34.5,1281,0.016713409476813712,0.007866388827550707,0.008019518090745633,0.013060226343518836
80.5,-34.5,1382,0.015269499439994382,NA,NA,0.014927058397591288
81.5,-34.5,1383,0.016855596234747146,NA,NA,0.013385466575679487
82.5,-34.5,1384,0.016956465824196774,NA,NA,0.009953120540322373
83.5,-34.5,1385,0.015449736960903036,NA,NA,0.009707219905941783
84.5,-34.5,1386,0.017018083083501882,NA,NA,0.009372312720417601
85.5,-34.5,1387,0.01711115029458063,NA,NA,0.009554506766368792
86.5,-34.5,1388,0.017571586371071382,NA,NA,0.009980313224917754
87.5,-34.5,1389,0.023642618455507924,NA,NA,0.011360555733506406
88.5,-34.5,1390,0.024935042600037666,NA,NA,0.011314777919049604
89.5,-34.5,1391,0.028777790699774115,NA,NA,0.011977693513003599
-99.5,-33.5,1450,0.03472311689355168,NA,NA,0.0198091487049367
-98.5,-33.5,1451,0.037517991693921254,NA,NA,0.019571137730257333
-97.5,-33.5,1452,0.03677202403197158,NA,NA,0.0191823380356528
-96.5,-33.5,1453,0.03729154699792947,NA,NA,0.02061570718863762
-95.5,-33.5,1454,0.03375919344780666,NA,NA,0.017816003655448793
-94.5,-33.5,1455,0.0374385949357341,NA,NA,0.01614746607096267
-93.5,-33.5,1456,0.032596713489935,NA,NA,0.015599269938135445
-92.5,-33.5,1457,0.027860478618033,NA,NA,0.012244848147993747
-91.5,-33.5,1458,0.022864130843017815,NA,NA,0.01096757745223746
-90.5,-33.5,1459,0.02302245599577522,NA,NA,0.011181238749395491
-79.5,-33.5,1470,0.021487858465144068,NA,NA,NA
-78.5,-33.5,1471,0.026750854038042587,NA,NA,NA
-77.5,-33.5,1472,0.018789439266684284,NA,NA,NA
-76.5,-33.5,1473,0.016159029953742667,NA,NA,NA
-75.5,-33.5,1474,0.012401393145938413,NA,NA,NA
-74.5,-33.5,1475,0.01053763240923879,NA,NA,NA
-73.5,-33.5,1476,0.008270267822626791,NA,NA,NA
-72.5,-33.5,1477,0.007556660809083698,NA,NA,NA
-71.5,-33.5,1478,0.0073260680749011545,NA,NA,NA
-70.5,-33.5,1479,0.005511457895099425,NA,NA,NA
-69.5,-33.5,1480,0.007681100777733421,NA,NA,0.0061999064427614775
-68.5,-33.5,1481,0.023751156436951932,NA,NA,0.006058854897783554
-67.5,-33.5,1482,0.022535644013272935,NA,NA,0.0070946371211241905
-66.5,-33.5,1483,0.014316172874607931,NA,NA,0.01034657363433141
-65.5,-33.5,1484,0.0316109720107153,NA,NA,0.01023778298100466
-28.5,-33.5,1496,0.007956879925468997,0.0019685958643317373,0.0013611175847339687,0.007294306473427579
-27.5,-33.5,1497,0.013789765005539686,0.007067826270679769,0.008036351149633844,0.014162564721132247
-26.5,-33.5,1498,0.017278686532056605,0.00946485804853039,0.009385751972353215,0.012836875842910024
-25.5,-33.5,1499,0.019226486275031124,0.010546000879678392,0.008724780439023463,0.012030803744894146
-24.5,-33.5,1500,0.013090744830782248,0.007294642558867358,0.007432095428969959,0.007815502467422695
-23.5,-33.5,1501,0.012506156049118276,0.007547874088499276,0.007276179651207129,0.01385983510142196
-22.5,-33.5,1502,0.014275061990285103,0.007218130371296572,0.007365704545875875,0.01290416705277766
-21.5,-33.5,1503,0.01596259814726489,0.009510827963295405,0.006800144021227863,0.015333574174846609
-20.5,-33.5,1504,0.01113876624085705,0.00695471523102107,0.006668701579125232,0.016927768686764003
80.5,-33.5,1605,0.01589644401522894,NA,NA,0.009293649740321513
81.5,-33.5,1606,0.01451382379759821,NA,NA,0.00970395382047424
