"","Comp.1","Comp.2"
"1",-1.7744301485125,0.611575803344093
"2",-1.68923201566698,0.681647665936926
"3",-1.6561993653024,0.578028706799874
"4",-1.79104526958168,0.80127715061573
"5",-1.6970982513978,0.591691318992747
"6",-1.66345382407714,0.66628534421543
"7",-1.69618131274568,0.684961510385095
"8",-1.76270864754148,0.493751901049026
"9",-1.65749404518416,0.408520904204413
"10",-1.73677293777353,0.443786613691577
"11",-1.75360251527059,0.444154062351042
"12",-1.75406707003304,0.440921597555673
"13",-1.78508906407749,0.431678651881133
"14",-1.79890355051593,0.423278712155447
"15",-1.78630120246089,0.384977800684065
"16",-1.82317834616882,0.404418589280869
"17",-1.6825243016217,0.601731426947036
"18",-1.99693719196283,0.786716166773186
"19",-2.11504784500523,0.478053092130973
"20",-1.43273733935442,0.510386781117235
"21",-1.60793755035592,0.590659268787965
"22",-1.76660936294186,0.545106902878225
"23",-1.7973150844299,0.491034617872074
"24",-1.79479010742126,0.443313016332756
"25",-1.78657889405323,0.435518848470836
"26",-1.79884694516831,0.443314804336446
"27",-1.8534830486179,0.453964905848306
"28",-1.87561267568048,0.440192673730995
"29",-1.91718634874407,0.464164149157083
"30",-1.92590389017376,0.465022489350692
"31",-1.49114517440464,0.78465959023955
"32",-1.63898222430884,0.885037884707182
"33",-1.67200439930625,0.732902464772758
"34",-1.77866549978304,0.658604713430274
"35",-1.8896907883382,0.477159020242927
"36",-1.7896898874196,0.502563848744132
"37",-1.8274445451989,0.513006305724953
"38",-1.85625065619746,0.501612675657936
"39",-1.94853718452808,0.467618541483428
"40",-1.91974443336745,0.469450806250833
"41",-1.31905023447617,1.00607736773449
"42",-1.66988381687769,1.00862053440018
"43",-1.88992419355778,0.671932195086221
"44",-1.81627378037745,0.673357707122684
"45",-1.78001051254136,0.69940554577087
"46",-1.78968337172984,0.63870569775758
"47",-1.78028280810756,0.627170342585901
"48",-1.80323374861123,0.616160343680237
"49",-1.86022827335035,0.598845944132686
"50",-1.8840633255159,0.602888909044255
"51",-1.68001069884791,0.815574714429692
"52",-1.62510482770837,1.16373363347719
"53",-2.28663262753075,0.682305475248108
"54",-2.48379271531596,0.523824618105338
"55",-2.28768879869633,0.633000894754428
"56",-1.87274931270589,0.665314094830204
"57",-1.80571020351834,0.626967262398725
"58",-1.80328973822072,0.642410104721003
"59",-1.85190116383039,0.589637263528447
"60",-1.93108983697466,0.583893713447325
"61",-2.06017446845795,0.649328979588615
"62",-2.43496759091785,0.697807027195042
"63",-2.12869509829691,0.737181566357724
"64",-1.99100413311215,0.68217704761814
"65",-2.01283890151164,0.597995456005749
"66",-2.82565546540766,0.462013218658209
"67",-2.26525311142784,0.614553791694056
"68",-1.95592916505399,0.669757055317479
"69",-1.91555550144677,0.699288714252642
"70",-2.28426661230642,0.636188492193102
"71",-1.86606374475236,0.76789628820615
"72",-2.17523496970664,0.627988331070935
"73",-2.01772922237771,0.788963506273949
"74",-2.116848083885,0.895828056764448
"75",-1.82176242489255,1.00305895810721
"76",-2.01906166543994,0.989280820075075
"77",-2.08015237280091,1.03687794829231
"78",-2.1595728204028,0.977153011173849
"79",-1.87945012383822,0.812486039504765
"80",-1.87635045076542,0.416513917878562
"81",-1.80145609686221,0.365615499194442
"82",-2.12696064085008,0.253677725253555
"83",-1.93690697753919,0.841810471770934
"84",-1.91968792158491,1.16916825261717
"85",-2.06982439250012,1.18494763591029
"86",-2.10629458336298,1.1408427159835
"87",-2.219585569504,0.330467022576347
"88",-1.70713536694585,0.3550082860321
"89",-1.84042718546629,0.341558023127749
"90",-1.96192514605912,0.438041986698991
"91",-1.78264466874369,0.828548843528173
"92",-2.02586425678875,0.808599831588181
"93",-1.85370661057805,0.803377568084896
