Comp,yft,skp,alb,fri,bet,bft,sbft,slt,bon,lit,swo,blum,sail,shos,strm,sau,lesc
1,0.696514231126623,0.6933885695842485,0.41813955985432194,0.04940186558174445,0.6379080546528216,0.007664693301041343,0.6081184285983778,-0.0662469613993364,0.015884280412701242,0.05713881013026746,0.8049058088122425,0.9285624345203042,0.3751891168615767,0.10970432056128102,0.6114510437654271,-0.2038942591517138,0.20880839162600187
0.696514231126623,1,0.656430419971555,0.13592381247996385,0.2726294077514681,0.6206269530639006,0.09871298525680473,0.4577554460195974,-0.11250310445697531,0.1256308308577622,0.1511107978965071,0.4854050769756482,0.4843926448967629,0.39864936953890934,-0.10285836609223618,0.26968253030836703,-0.1608662954327483,0.06938122516303662
0.6933885695842485,0.656430419971555,1,0.31922746778037586,0.015050681486322461,0.5138873275908813,0.007390177229330614,0.43282439292852765,-0.09505473708338782,-0.010084748357321227,0.057045428098610816,0.4584922569616289,0.4580363042326238,0.32719276046828344,-0.03125446722699096,0.36917750484155665,-0.21573964825096958,0.2726356858772632
0.41813955985432194,0.13592381247996385,0.31922746778037586,1,-0.0641225704779243,0.17359510212494053,-0.02585484370232507,0.2404455041711378,0.17564796657037052,-0.025315925699089744,-0.050149851359998596,0.3464870034475426,0.30941458370276165,0.10649434796826998,0.08081411617606107,0.48974504441075967,-0.11879920762991962,0.3366144449251168
0.04940186558174445,0.2726294077514681,0.015050681486322461,-0.0641225704779243,1,0.2994523827825687,0.2130819019150482,0.029971149330982192,-0.04617273958208879,0.3499890958383661,0.5004768933820254,0.011065943898700019,-0.06358060630036916,0.3735361053105446,-0.10028556816179943,8.151490309174299e-4,0.02737016853107202,-0.026964355859136493
0.6379080546528216,0.6206269530639006,0.5138873275908813,0.17359510212494053,0.2994523827825687,1,0.08676250695491643,0.7570061486152313,-0.05369583999294685,0.18645397859235832,0.2824280028654938,0.5656985043788401,0.4230587541746534,0.5101663216195075,-9.665585899166332e-5,0.3953934414432594,-0.032849406497785984,0.07513043760387313
0.007664693301041343,0.09871298525680473,0.007390177229330614,-0.02585484370232507,0.2130819019150482,0.08676250695491643,1,-0.011837183379405605,-0.01464640084333497,0.17917804395165424,0.143275671736216,-0.029096051908813265,-0.027713367921730375,0.22456878913350428,-0.023703226116975302,-0.019824180240963416,0.10637534224864081,-0.014453563082933605
0.6081184285983778,0.4577554460195974,0.43282439292852765,0.2404455041711378,0.029971149330982192,0.7570061486152313,-0.011837183379405605,1,0.025855187383806724,-0.007888163895868047,0.04504911939097403,0.6267770547883099,0.4453133232393283,0.3166733338580901,0.06509575078937367,0.4104389934868799,-0.03603239418940331,0.10316212171315053
-0.0662469613993364,-0.11250310445697531,-0.09505473708338782,0.17564796657037052,-0.04617273958208879,-0.05369583999294685,-0.01464640084333497,0.025855187383806724,1,-0.013638450965593473,-0.030557254983578985,-0.01569772701407172,-0.06661206808047096,-0.015887247975204896,-0.054793319220168925,0.005182973004198651,0.03127802211153524,-0.03589016694478575
0.015884280412701242,0.1256308308577622,-0.010084748357321227,-0.025315925699089744,0.3499890958383661,0.18645397859235832,0.17917804395165424,-0.007888163895868047,-0.013638450965593473,1,0.4163988934495823,-0.024388813339255907,-0.03574049695080483,0.2627705110623429,-0.030084503346963554,-0.014559477885484227,0.14110995790611808,0.0360730465716302
0.05713881013026746,0.1511107978965071,0.057045428098610816,-0.050149851359998596,0.5004768933820254,0.2824280028654938,0.143275671736216,0.04504911939097403,-0.030557254983578985,0.4163988934495823,1,0.030379317259140212,-0.028397128171077948,0.38885542488878827,-0.07994237534522405,0.06017809752130618,0.03670915670601054,0.06467283493144738
0.8049058088122425,0.4854050769756482,0.4584922569616289,0.3464870034475426,0.011065943898700019,0.5656985043788401,-0.029096051908813265,0.6267770547883099,-0.01569772701407172,-0.024388813339255907,0.030379317259140212,1,0.7386704686042618,0.3070811063033037,0.08725368341893268,0.5896045459562576,-0.12764220918008812,0.11482260426481465
0.9285624345203042,0.4843926448967629,0.4580363042326238,0.30941458370276165,-0.06358060630036916,0.4230587541746534,-0.027713367921730375,0.4453133232393283,-0.06661206808047096,-0.03574049695080483,-0.028397128171077948,0.7386704686042618,1,0.2195774743173365,0.15769626421536465,0.5474926269487485,-0.16284720763692484,0.14134529194590567
0.3751891168615767,0.39864936953890934,0.32719276046828344,0.10649434796826998,0.3735361053105446,0.5101663216195075,0.22456878913350428,0.3166733338580901,-0.015887247975204896,0.2627705110623429,0.38885542488878827,0.3070811063033037,0.2195774743173365,1,-0.036230847368168645,0.3252502028428854,0.0020537230137158955,0.07657718212337943
0.10970432056128102,-0.10285836609223618,-0.03125446722699096,0.08081411617606107,-0.10028556816179943,-9.665585899166332e-5,-0.023703226116975302,0.06509575078937367,-0.054793319220168925,-0.030084503346963554,-0.07994237534522405,0.08725368341893268,0.15769626421536465,-0.036230847368168645,1,0.21246321371200108,-0.1150867783386025,0.17781434164674972
0.6114510437654271,0.26968253030836703,0.36917750484155665,0.48974504441075967,8.151490309174299e-4,0.3953934414432594,-0.019824180240963416,0.4104389934868799,0.005182973004198651,-0.014559477885484227,0.06017809752130618,0.5896045459562576,0.5474926269487485,0.3252502028428854,0.21246321371200108,1,-0.12894708616235193,0.2004012019378093
-0.2038942591517138,-0.1608662954327483,-0.21573964825096958,-0.11879920762991962,0.02737016853107202,-0.032849406497785984,0.10637534224864081,-0.03603239418940331,0.03127802211153524,0.14110995790611808,0.03670915670601054,-0.12764220918008812,-0.16284720763692484,0.0020537230137158955,-0.1150867783386025,-0.12894708616235193,1,-0.10220276303068954
0.20880839162600187,0.06938122516303662,0.2726356858772632,0.3366144449251168,-0.026964355859136493,0.07513043760387313,-0.014453563082933605,0.10316212171315053,-0.03589016694478575,0.0360730465716302,0.06467283493144738,0.11482260426481465,0.14134529194590567,0.07657718212337943,0.17781434164674972,0.2004012019378093,-0.10220276303068954,1
