"","Comp.1","Comp.2"
"1",-0.157159984180278,0.0369620985766492
"2",-0.153351341638628,0.0406451673676382
"3",-0.162399554500807,0.042886203700817
"4",-0.174090524630345,0.0485214850425152
"5",-0.0768441459253616,0.23088560973575
"6",-0.0720707597622055,0.175414394639135
"7",-0.180162061140085,0.0469186624171728
"8",-0.185604174191293,0.0425938160793907
"9",-0.182473465079286,0.0382677684469464
"10",-0.18519084125366,0.0502419821702318
"11",-0.139058393460839,0.0869966326352725
"12",-0.153300687322484,0.0496099132183047
"13",-0.187295601470279,0.034922347924322
"14",-0.186528050747626,0.0356642665767186
"15",-0.18285164524356,0.0379278605242971
"16",-0.18272914590737,0.0369882583116424
"17",-0.160504279270168,0.041933212443139
"18",-0.149910604250751,0.0328799056796723
"19",-0.184055464053051,0.0341078823507383
"20",-0.0355901441610803,0.219627074151804
"21",-0.173810045682058,0.0467682040110618
"22",-0.179911805050229,0.0397206121503211
"23",-0.185042369908963,0.0488109007448292
"24",-0.180620151996443,0.0372831262082121
"25",-0.153732923783738,0.061157155924709
"26",-0.122425657745228,0.0818721103456678
"27",-0.16002227023346,0.038303659189913
"28",-0.185526898092792,0.0320269541468666
"29",-0.182333147829552,0.0312433578928295
"30",-0.185700861680342,0.0373280238331651
"31",-0.166524771021043,0.0534165991769492
"32",-0.174940185544943,0.0349385632418186
"33",-0.177512003308653,0.0335734764893872
"34",-0.182276399864727,0.0463129247201722
"35",-0.17952341747633,0.0381481462231603
"36",-0.11410001375787,0.0846184925484885
"37",-0.115546215372016,0.0833719357972634
"38",-0.182827756000264,0.0326713007474498
"39",-0.185423081181939,0.0300482045684199
"40",-0.184008243087946,0.0347902162665826
"41",-0.164350364720228,0.0465713342720374
"42",-0.1721750413796,0.0339209984963444
"43",-0.18244865411328,0.0356841446569505
"44",-0.186478420379144,0.0374915721414223
"45",-0.181611919412538,0.0395094983520419
"46",-0.176487360805331,0.036288165734075
"47",-0.125053446197677,0.0706287045390578
"48",-0.140929194996296,0.0627368477584427
"49",-0.181551335945767,0.0299218987487871
"50",-0.184535781730033,0.0310299469708219
"51",-0.177619854050729,0.0489130900093469
"52",-0.170938773637286,0.0408218968942313
"53",-0.18335574135197,0.0407362787872611
"54",-0.186161174603959,0.033716939151857
"55",-0.185654753577458,0.036736127180572
"56",-0.182016517239803,0.031230882692572
"57",-0.179367762292205,0.0343836164542619
"58",-0.174048510630872,0.0384544455763405
"59",-0.181981933297217,0.0421598384069478
"60",-0.185111662192826,0.0347200775245126
"61",-0.174143805722158,0.0480200834464137
"62",-0.181628697903715,0.0375823350050456
"63",-0.181751015036316,0.0315445829314765
"64",-0.184866062723996,0.0299427554152005
"65",-0.178465372069936,0.0252483576657745
"66",-0.180513472253837,0.0338026643370228
"67",-0.182546807812362,0.0334794647722753
"68",-0.182579733479392,0.0336607680273174
"69",-0.186325295393256,0.0416675833383314
"70",-0.18486382735754,0.0449600835152569
"71",-0.176309973005255,0.0460768436525434
"72",-0.180397033587539,0.0303025271816514
"73",-0.179044717069792,0.026379023105976
"74",-0.182854492757787,0.0272079062192936
"75",-0.179611065125598,0.0226664633768291
"76",-0.185182350921316,0.0341697785587521
"77",-0.177781749193079,0.0347545207602303
"78",-0.184761957103943,0.0453440535130991
"79",-0.177748760876792,0.0394607594810966
"80",-0.17471408468335,0.0335246149538943
"81",-0.178693684130222,0.0299037120787128
"82",-0.170250878833312,0.0156199779123251
"83",-0.182985652845941,0.0325657822571777
"84",-0.184345182969585,0.0345219878713942
"85",-0.182305317068154,0.0387444978610521
"86",-0.181309264617041,0.0539753903636887
"87",-0.169364795233399,0.047301671658841
"88",-0.17548877018038,0.029473467317451
"89",-0.170355582224579,0.0264943066167157
"90",-0.175747643771422,0.0226380694505415
"91",-0.179141880232037,0.0372540074080631
"92",-0.179779689544989,0.0383765623287777
"93",-0.176290860858774,0.040266440508699
"94",-0.141029189902064,0.038246767178625
"95",-0.16866717387505,0.0352102375503323
"96",-0.156885503643776,0.0221829778408303
"97",-0.177017587943713,0.0265906808904807
"98",-0.182386098527471,0.0378412151098423
"99",-0.182029728723693,0.0345763276153464
"100",-0.180468579168783,0.0345121978745351
"101",-0.0907366314521538,-0.0562480505840521
"102",-0.086283281770576,-0.0504755382346754
"103",-0.0570974374759538,-0.0358897872499805
"104",-0.0475230991781928,-0.0459798135571968
"105",-0.0654166757343274,-0.0224267150552902
"106",-0.120576868368552,-0.00102089704807491
"107",-0.101728572354769,-0.0406979701154722
"108",-0.107863923432144,-0.0367296435845507
"109",-0.131979674504832,-0.00849743612125546
"110",-0.109824125796116,-0.0331890304130068
"111",-0.148666474909191,-0.0046408143037755
"112",-0.147880647664143,-0.0063222134212729
"113",-0.137200327243578,-0.0192718183427259
"114",-0.146916800062677,-0.00644308095291733
"115",-0.142541182331964,-0.0102698156670475
"116",-0.138988925407097,-0.018098392662024
"117",-0.137186857079712,-0.0142717852765007
"118",-0.105015792959385,-0.0458421640270654
"119",-0.121689740404649,-0.0277620378537588
"120",-0.109541911725424,-0.0418865693782893
"121",-0.127618264761311,-0.0165249522785013
"122",-0.112054634160795,-0.0370359784142849
"123",-0.101229654499241,-0.0311793053933647
"124",-0.0594086965261394,-0.090643187012926
"125",0.0225652595401525,-0.135888293594733
"126",0.0286711609647131,-0.159890759389636
"127",-0.0391338816987589,-0.0843677187322135
"128",-0.0408504803221197,-0.0938100668197028
"129",-0.0180512909180337,-0.113556187032277
"130",-0.00383820073699887,-0.105881925827464
"131",-0.0379564854143427,-0.0858536159141113
"132",-0.0783155636057903,-0.0340246575122307
"133",-0.0784675481945149,-0.0149647057029972
"134",-0.0455949691927659,-0.0187884321769482
"135",0.0126217138547953,-0.00841654486406517
"136",3.30235342411164e-05,0.0775352690877712
"137",-0.014302712374967,0.0677969795746677
"138",-0.0960307572929747,0.0371161784322481
"139",-0.133135268908378,0.0395607861851197
"140",-0.132400837581442,0.0492880726350977
"141",-0.0853712547213404,0.0663584383550866
"142",-0.0723635431881909,-0.00194186804919423
"143",-0.0680932220772214,-0.0135410839019855
"144",0.0257093307547101,-0.0971800467367424
"145",0.104116422439692,-0.169778404442993
"146",0.116546060205784,-0.19022835766473
"147",0.0671610080979964,-0.137585394057092
"148",0.0481928769035662,-0.131385100982728
"149",0.061020759730488,-0.172201284642008
"150",0.0713050754632482,-0.118671434046779
"151",0.0234655806311602,-0.128917693816466
"152",0.0517869356349829,-0.167384728201357
"153",0.0437554541335772,-0.128052071071323
"154",0.045976929855613,-0.0885092968836968
"155",0.199542108969931,-0.171741451910071
"156",0.0735836199591464,-0.111808988365536
"157",0.043922255172355,-0.109196716250047
"158",0.096083580942575,-0.136401631760141
"159",0.146272486382285,-0.213362090189663
"160",0.149477230419208,-0.172157876709867
"161",0.499813164235146,-0.502828862981359
"162",0.188607178437095,-0.220536037674335
"163",0.150480891748815,-0.20822178319418
"164",0.108013533082166,-0.214564741055184
"165",0.100221718611101,-0.214121277682604
"166",0.0863884060085802,-0.207087698969968
"167",0.0665763378568342,-0.189060012554052
"168",-0.00410977991033002,-0.104878250836767
"169",0.0328046111714389,-0.0814751823092567
"170",0.0983519936502092,-0.21548254667952
"171",0.144850822425579,-0.287460479918798
"172",0.110102062649726,-0.203225243732513
"173",0.136662033459361,-0.216692433607136
