,0
0,0.02355334017632922
1,0.07263376455100891
2,-0.032672394615718574
3,0.04144076895805161
4,0.0190701116170319
5,-0.011788844312816477
6,0.006605588701470456
7,-0.006511399342783406
8,0.03524534108057318
9,0.025859250151534053
10,-0.00263712365131315
11,-0.009500574019583034
12,0.0031536212689567463
13,0.04725765442845859
14,0.11537217979726411
15,0.09189871854051528
16,-0.018183274289916857
17,0.0011953024839676165
18,-0.010374056606995603
19,0.13352436742201934
20,-0.009095600479444122
21,0.04225604687377776
22,0.07024101747751123
23,-0.002677312246066982
24,-0.01899928144009316
25,0.05147647677564381
26,0.09987417846419365
27,0.09508326758094401
28,-0.007969253771167676
29,-0.017241244626295633
30,0.08726703794160454
31,0.1688572238429319
32,-0.014026182663702473
33,0.014397555615140795
34,-0.0027374514338730357
35,0.01615444566358159
36,0.002929756537091886
37,-0.0047970637490888255
38,-0.003254956628220877
39,-0.0336385628378034
40,-0.013081637831137506
41,-0.006240092495211782
42,0.020642795353654327
43,-0.024262727192651937
44,-0.021786717377571572
45,-0.007851745370840577
46,-0.015358868674298143
47,-0.008496255075269117
48,-0.01631387502202098
49,0.013460598846608083
50,-0.002841198401425826
51,-0.0015955897447768553
52,0.002405891515495178
53,0.00700687454404634
54,-0.0162377054555654
55,-0.009733067981271335
56,0.005531700300970744
57,0.008847415636602858
58,-0.005957390626519584
59,-0.0005368073640925792
60,0.04065297833457902
61,-0.029648354187174066
62,0.10498819889851652
63,0.03223933650804101
64,0.22831411447968256
65,-0.01767509698930182
66,0.015117526101714416
67,0.021024538899317363
68,0.012437485632673878
69,-0.019165445742981128
70,0.0006594779419526295
71,-0.021797582172908492
72,-0.028630384357818773
73,0.018838431774041667
74,0.012375679093925717
75,0.010936674815460123
76,-0.00638826705212006
77,-0.006178899662102442
78,0.005651358718575021
79,0.10581068862907439
80,0.060531855697814864
81,0.002090463059881147
82,-0.01569907522709005
83,-0.034434049037505035
84,-0.07706395802033783
85,0.1751954598982333
86,0.006229761149605924
87,-0.01903682515001277
88,0.00579448607190404
89,0.025788255321628734
90,0.011296546583662605
91,0.020977696367757263
92,0.010198985138384652
93,0.00783284956432604
94,0.011886963478764641
95,-0.0014885632915899645
96,-0.013336046852183144
97,-0.023733407384615993
98,0.03888130404718865
99,0.009151791491005258
100,-0.005149663146419711
101,-0.018571197727711288
102,-0.02011232844641193
103,-0.006354214446488982
