,0
0,0.04392663243740397
1,0.08764254298025617
2,0.0267519218549398
3,0.1896290072303437
4,0.03295133122158952
5,0.016355332645246565
6,0.013515579833582493
7,-0.023949760397148315
8,0.02749459957070978
9,0.1351418557815671
10,0.13572136854574565
11,0.008808673087472506
12,-0.023147177478312523
13,0.057205870181252436
14,0.04503086744387805
15,0.07961629754744559
16,0.021501174677624944
17,-0.12758031808492734
18,0.17773119439534715
19,0.11271555508286807
20,-0.001865423489607953
21,0.05609361437023825
22,0.04721981583458802
23,6.903227220061076e-05
24,-0.03765435468338499
25,0.017312086287984314
26,0.01205358471861493
27,0.037893349774875296
28,0.09467164162894798
29,-0.07258222848930909
30,0.10772611506561854
31,0.11577276319532337
32,-0.02642549584473615
33,0.02802423385512266
34,0.08735642404059236
35,-0.018438900094745393
36,-0.03256630793432449
37,-0.041456581890826585
38,-0.025532437777396305
39,0.08714902411046886
40,-0.024690325349538956
41,0.0056694826503753196
42,-0.023746320004406185
43,-0.027281082667850245
44,-0.03653284755640019
45,-0.01859867896971216
46,0.0429142815447904
47,0.03641625566614049
48,0.030643234550904074
49,-0.00010424133309651616
50,-0.0019324622114855335
51,0.011323422335049493
52,0.0027034457016294846
53,-9.24302502272339e-05
54,-0.0009446901334111883
55,-0.00931526373393834
56,-0.029076794646507545
57,-0.02971077571032683
58,-0.02239316742083166
59,-0.03181026598112558
60,-0.010973335242253359
61,0.057933427719114694
62,0.011651127701565598
63,-0.031683954333799676
64,-0.021194287880438572
65,-0.029450652643727752
66,-0.007792984523777685
67,-0.02553040771253865
68,0.013128834628426959
69,-0.0017023183562014722
70,-0.028207496916717152
71,0.006815615327121803
72,0.022567248957375243
73,-0.020088389822545107
74,-0.07210134945768391
75,-0.030834533102309533
76,-0.02450881815829851
77,-0.03265347044304617
78,-0.00451571145057869
79,0.018195335640190657
80,0.11204382648256186
81,-0.0019002584352223566
82,-0.056159634584953357
83,-0.06690356996543192
84,-0.06349438978741545
85,0.10054244933415907
86,-0.04186373185807901
87,-0.018012076350436466
88,-0.051663088972474173
89,-0.014800430341321532
90,0.015902354739682597
91,0.03773545982056703
92,0.03020870126813764
93,0.12666411471798594
94,0.031831856683263236
95,-0.012927919202552193
96,0.004148177908520764
97,0.007889403606532154
98,-0.021831147288685408
99,-0.019626726780766966
100,-0.03144938534755657
101,0.1426584283923039
102,0.21748666310469175
103,0.20498224156957096
104,0.0784286962950133
105,-0.010751069418797658
106,0.06956068304400252
107,-0.044878106757207416
108,0.10285962142299057
109,-0.16954059700382876
110,-0.025712723878755873
111,-0.05629954632978539
112,0.0016102989642844572
113,0.005525026222480312
114,-0.026085822104072776
115,0.13620844755713565
116,0.12101872320916222
117,-0.010980041918944562
118,-0.01741189954480306
119,-0.006608513184729815
120,-0.007509290308914743
121,0.017436496720718793
122,-0.015827610953261705
123,-0.02137335503262646
124,0.009730538846629024
125,-0.0005248079207372992
126,0.05657977122288664
127,-0.019626726780766966
128,-0.036148898912159874
129,0.03714843255970586
130,0.04290580056113866
131,-0.03644945779883754
132,0.015153268374894568
133,-0.06129403394910279
134,-0.06209942150672033
135,-0.02386624775427491
136,-0.0237295006767027
137,0.0015778159127690665
138,0.1400685395251314
139,0.1987677328904732
140,0.21381749376169318
141,0.12142845989136963
