,0
0,-0.03334567156815182
1,0.015548403936925907
2,-0.01645593249972936
3,0.03399416242230687
4,0.024208751513551886
5,-2.675654438841312e-05
6,-0.0005066565612731183
7,0.10340746636988293
8,0.017510514867752538
9,-0.05961880315638871
10,-0.015547153307885088
11,-0.010052235292440157
12,-0.0009087968907124396
13,-0.008557206315993014
14,0.01986241793565037
15,-0.033780895688013526
16,0.0017931051460030433
17,-0.017177337768937845
18,0.07197258896274344
19,0.040673680258075065
20,0.0020512887767084333
21,0.1464926103214538
22,-0.0016985941734511335
23,0.002074531855139263
24,-0.0041685181730586685
25,0.07666882339615266
26,0.017683598989673102
27,0.05880720243246287
28,0.072730073392447
29,0.066098885958288
30,0.0031060648656915063
31,0.07036537896127323
32,0.03405802472040388
33,0.038087381766258706
34,0.01821839777872469
35,0.01684250431992332
36,0.005263878979297039
37,-0.02512746084696872
38,-0.017177337768937845
39,0.05950061717881284
40,-0.023919581673724512
41,-0.009468359179487528
42,-0.018772521084189493
43,-0.005994674522933897
44,-0.008665518342935864
45,0.030833769810370313
46,0.02924006148360437
47,0.03814768268460458
48,0.01549792248583795
49,0.013164898909980105
50,0.0007398796199961171
51,-0.019782133994173782
52,-0.020937417404458387
53,0.01842970066895233
54,0.005672908097074654
55,0.01797762022859476
56,-0.00048700378475192204
57,0.0016327904611546198
58,-0.010670291966440504
59,-0.010666331338098913
60,-0.0072777076240096595
61,0.025310978994200525
62,0.02392626203305061
63,-0.004899938749174948
64,0.05631759794929988
65,-0.02478327230271712
66,0.01198870475594301
67,0.04781377949828131
68,0.018980904192108246
69,-0.0007756987135062544
70,0.08345108941709613
71,0.010920575341442406
72,0.052779230151243514
73,-0.01174008164792955
74,-0.0029967882922301574
75,0.027114983616060153
76,-0.02164448881974112
77,-0.01935505532494544
78,-0.016493973057818054
79,0.058598166710942375
80,-0.010152335869209215
81,-0.0028082660872608923
82,-0.021440939645135094
83,-0.07351236861153616
84,-0.11018581787552857
85,-0.015710442645702385
86,-0.028349430801844322
87,-0.02895129721594411
88,-0.022388068720125588
89,-0.001118281099808391
90,0.0374444361502137
91,0.03781414332824488
92,0.017820844312735503
93,0.023662845005300828
94,0.0500647971879935
95,-0.011291159346187313
96,-0.02006111946904905
97,0.010535264113956996
98,0.0252635164864531
99,-0.009726401564676294
100,-0.02164448881974112
101,0.08750923111036844
102,0.0927310498437367
103,0.07022217173936143
104,-0.003298041886443762
105,-0.020106101371443866
106,-0.015482754647283877
107,-0.0440596279704337
108,0.016587313568593363
109,-0.06647783994015571
110,-0.01907069751844857
111,0.118891458007949
112,0.05626924151805526
113,0.005810302021408443
114,-0.006049621782522329
115,0.14381091752681238
116,0.04671053213039244
117,-0.05364915743905046
118,0.021668537551851833
119,-0.006853730464006267
120,-0.006853730464006267
121,0.011507125899431387
122,-0.007961540019136524
123,-0.02755252556994714
124,0.01139249184294994
125,0.01173234065740518
126,0.05642133188936545
127,0.018114130622960856
128,0.019803015811664288
129,-0.014687787970418885
130,-0.015077035636713268
131,-0.019407298522692646
132,0.23392857951808732
133,-0.0546057917862768
134,-0.026826107985323443
135,-0.013949438697326066
136,-0.007926355833509547
137,-0.009101743478562513
138,0.10955208109464752
139,0.18283623501611562
140,0.05083855482231186
141,0.059904620959304204
142,-0.027587216877305573
143,0.012420813801446485
144,-0.06591296387005362
145,-0.05234073093169696
146,-0.026931390404534444
147,-0.07351236861153616
148,-0.035233650720966014
149,0.009075312247956028
150,0.12074291761260125
151,-0.04978040401305101
152,-0.04952517163769992
153,-0.04680265470903838
154,-0.02185816250093291
155,0.0028952403890225927
156,-0.006853730464006267
157,0.029407915130848224
158,0.030600687274719034
159,-0.015213286523107774
160,-0.006186976533397738
161,0.011025905201170838
162,0.06620327719061951
163,0.02314469660416589
164,0.0010621254046624827
165,-0.027542850567447215
166,-0.007672519345995368
167,-0.02655023309661861
168,0.19740267234237663
169,0.04353956465647736
170,-0.03291313709258287
171,0.005433567776989544
172,0.014788514951563294
173,0.007751723820961435
174,-0.08057763040124198
175,0.09963488994850318
176,0.1240748449165279
177,-0.06721008628298138
178,-0.08714215334144641
179,0.010022375965519916
180,-0.03202152772372307
181,-0.020354413293296354
182,-0.04518271888677244
183,0.04321005671762727
184,0.00025739289159307493
185,0.008291239258876657
186,0.0322084535989177
187,0.014408303403470296
188,0.0055131343728013465
189,-0.011284733082352085
190,0.0038193869778893014
191,0.01380819447999438
192,0.010414825910870075
193,0.00828323702477152
194,-0.1294107482198502
195,-0.014507055770611399
196,0.022541759695714342
197,0.013619757358617668
198,-0.0003966296884554267
199,0.013855397609654416
200,-0.019602092756373375
201,0.057275539531149375
202,0.009704318273023085
203,-0.008012956446383225
204,-0.049456216766169445
205,-0.050581713087508785
206,-0.074215998656503
207,-0.03194929817811413
208,-0.048182650939681854
209,0.013026542168097672
210,0.014623804329212058
211,0.0005376490063468355
212,-0.0347530709335023
213,-0.034207601956823486
214,-0.009735162729512966
215,-0.004405943685002248
216,-0.01967483743780982
217,-0.021285583159711012
218,-0.0056462566558368454
219,-0.03243700869238111
220,0.0005036848901620087
221,-0.04034373069845074
222,-0.005104756242208893
223,0.033853562083371876
224,-0.02138121090298854
225,0.010068492596375263
226,0.021829453234309352
227,-0.00802022138947156
228,0.02167343866889756
229,0.0423499363753583
230,-0.005844665917632204
231,0.028538650720728143
232,0.002143702176214339
233,-0.005830579059057874
234,-0.01606618021530602
235,-0.0029548163741312957
236,-0.01170927423402133
237,0.00843155084658467
238,0.008545371574697572
239,0.0017740910261097877
240,0.08225461439269711
241,0.009483328981319048
242,0.015663685892903546
243,0.01145078162222601
244,-0.018460726026897814
245,-0.02698951883136216
246,-0.024351257914762593
247,-0.0031166183468216394
248,-0.035174923741998536
249,0.15982595537239688
250,0.0036080770764609946
251,0.07549704292403098
252,0.032729680825746905
253,-0.11131791992150439
254,0.009748060102506288
255,-0.009209108954161563
256,-0.08588281873062811
257,-0.005010954296642442
258,0.050406737910430766
259,-0.024539927224819052
260,-0.03256100095778678
261,0.031992703428339604
262,-0.02119661521466552
263,-0.08194483042637943
264,0.008012837479826075
265,0.004494855201708034
266,0.002530129814131822
267,-0.0858187555582061
268,-0.029773048209016145
269,-0.016757907487889412
270,-0.015752283530778836
271,0.024640717940300504
272,0.030528242518184374
273,0.011782529831303443
274,0.0010949688577441324
275,0.012602758890026327
276,0.004679399440365605
277,-0.012807577964283067
278,0.002143702176214339
279,-0.027507696826799502
280,0.006660685129544616
281,0.03976565062354503
