Sc_name,C_name,Code,Taxo_group,Tribe,Genera,Stock_name,Ocean,Ocean_region,Country,Local_area,Area,Lat,Lon,Period_study,Startyear_study,Finalyear_study,Total_size,Sex,Lmax,Wmax,Growth_size,Linf,k,to,Growth_method,Tmax,Tmax_Taylor,Maturity_size,Lm,Lm50,Tm,Tm50,Fecundity_methods,Fecundity_size,Fmeanbatch,Oocytes_gram,Fecundity_equation,Fecundity_slope,Fecundity_Lm50,Spawning_freq,Spawning_season,Spawning_duration,Size_eggs,WL_size,WL_a,WL_b,WL_units,Source,Source_label,Source_format
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Gulf of Mexico stock,Atlantic,Gulf of Mexico ,USA ,Texas,"Northwest Atlantic Ocean (Western Gulf of Mexico, USA) ",27.2,-95.5,1977,1977,1977,43,FF,NA,NA,43,89.1,0.62,-0.3,Otoliths,7,4.538709677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johnson1980,287,pdf
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Northwest Atlantic stock,Atlantic,Northwest,USA,South Carolina,Northwest Atlantic Ocean (Southeast coast of USA),32,-79.3,1978,1978,1978,147,MM,NA,NA,147,81,0.73,0.14,Otoliths,9,4.249589041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johnson1980,287,pdf
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Northwest Atlantic stock,Atlantic,Northwest,USA,North Carolina,Northwest Atlantic Ocean (Southeast coast of USA),33.5,-76.5,1978,1978,1978,115,MM,NA,NA,115,80.7,0.71,0.08,Otoliths,8,4.305352113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johnson1980,287,pdf
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Gulf of Mexico stock,Atlantic,Gulf of Mexico ,USA ,Texas,"Northwest Atlantic Ocean (Western Gulf of Mexico, USA) ",27.2,-95.5,1978,1978,1978,533,MM,NA,NA,533,107.1,0.21,-1.39,Otoliths,9,12.89571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johnson1980,287,pdf
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Gulf of Mexico stock,Atlantic,Gulf of Mexico ,USA ,Northwest Florida,"Northwest Atlantic Ocean (Eastern Gulf of Mexico, USA)",28.3,-84.2,1978,1978,1978,1107,MM,NA,NA,1107,75.3,1.38,0.44,Otoliths,5,2.613913043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johnson1980,287,pdf
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Gulf of Mexico stock,Atlantic,Gulf of Mexico ,USA ,Northwest Florida,"Northwest Atlantic Ocean (Eastern Gulf of Mexico, USA)",28.3,-84.2,1977,1977,1977,498,MM,NA,NA,498,92.7,0.32,-1.33,Otoliths,6,8.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johnson1980,287,pdf
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Gulf of Mexico stock,Atlantic,Gulf of Mexico ,USA ,Texas,"Northwest Atlantic Ocean (Western Gulf of Mexico, USA) ",27.2,-95.5,1977,1977,1977,29,MM,NA,NA,29,80.1,0.5,-0.49,Otoliths,8,5.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Johnson1980,287,pdf
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Southwest Atlantic stock,Atlantic,Southwest,Brazil,Cearíç,Southwest Atlantic Ocean (Northeast Brazil),-3.4,-37.4,1998-2000,1998,2000,7035,B,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct-Mar,6,NA,452,1.00E-05,2.9554,W in g and FL in mm,Lessa2004,344,pdf
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Gulf of Mexico stock,Atlantic,Gulf of Mexico,USA,Gulf of Mexico,"Northwest Atlantic Ocean (Gulf of Mexico, USA)",28.4,-89.5,1980-1985,1980,1985,1098,BB,180.2,NA,210,147.8,0.115,-2.36,Otoliths,14,23.72695652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manooch1987,363,pdf
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Gulf of Mexico stock,Atlantic,Gulf of Mexico,USA,Gulf of Mexico,"Northwest Atlantic Ocean (Gulf of Mexico, USA)",28.4,-89.5,1980-1985,1980,1985,NA,FF,NA,NA,122,141.7,0.136,-1.98,Otoliths,14,20.07882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manooch1987,363,pdf
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Gulf of Mexico stock,Atlantic,Gulf of Mexico,USA,Gulf of Mexico,"Northwest Atlantic Ocean (Gulf of Mexico, USA)",28.4,-89.5,1980-1985,1980,1985,NA,MM,NA,NA,88,111.3,0.208,-1.48,Otoliths,11,12.94307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manooch1987,363,pdf
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Northwest Atlantic stock,Atlantic,Northwest,USA,Southern Florida,"Northwest Atlantic Ocean (Southern Florida, USA)",24.4,-80.3,1970,1970,1970,NA,BF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,NA,NA,NA,NA,Mayo1973,371,pdf
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Southwest Atlantic stock,Atlantic,Southwest,Brazil,Northeast Brazil,Southwest Atlantic Ocean (Northeast Brazil),-3.4,-37.4,1998-2001,1998,2001,7019,BB,136,NA,405,123.9,0.171,0.32,Otoliths,15,17.86385965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ní_brega2009,153,pdf
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Southwest Atlantic stock,Atlantic,Southwest,Brazil,Northeast Brazil,Southwest Atlantic Ocean (Northeast Brazil),-3.4,-37.4,1998-2001,1998,2001,225,FF,127,NA,73,132.7,0.159,0.387,Otoliths,15,19.25492453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ní_brega2009,153,pdf
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Southwest Atlantic stock,Atlantic,Southwest,Brazil,Northeast Brazil,Southwest Atlantic Ocean (Northeast Brazil),-3.4,-37.4,1998-2001,1998,2001,714,MM,126,NA,140,116.8,0.19,0.377,Otoliths,15,16.16647368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ní_brega2009,153,pdf
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Southwest Atlantic stock,Atlantic,Southwest,Brazil,"Fortaleza, Cearíç",Southwest Atlantic Ocean (Northeast Brazil),-3.4,-37.4,1966,1966,1966,1504,BB,120,NA,328,141.3,0.14,0.22,Otoliths,12,21.64857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328,0.008953648,2.96,W in g and FL in cm,Nomura1967,420,paper
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Southwest Atlantic stock,Atlantic,Southwest,Brazil,"Fortaleza, Cearíç",Southwest Atlantic Ocean (Northeast Brazil),-3.4,-37.4,1966,1966,1966,NA,FF,120,NA,225,137,0.15,0.14,Otoliths,12,20.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nomura1967,420,paper
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Southwest Atlantic stock,Atlantic,Southwest,Brazil,"Fortaleza, Cearíç",Southwest Atlantic Ocean (Northeast Brazil),-3.4,-37.4,1966,1966,1966,NA,MM,107,NA,103,116,0.18,0.13,Otoliths,9,16.79666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nomura1967,420,paper
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Northwest Atlantic stock,Atlantic,Northwest,USA,Atlantic coast of USA,Northwest Atlantic Ocean (Southeast coast of USA),33.5,-76.5,1986-2007,1986,2007,12374,BB,152.5,NA,12374,114.1,0.245,-1.689,Otoliths,26,10.55589796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ortiz2008,433,pdf
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Gulf of Mexico stock,Atlantic,Gulf of Mexico,USA,Gulf of Mexico,"Northwest Atlantic Ocean (Gulf of Mexico, USA)",28.4,-89.5,1986-2007,1986,2007,18304,BB,158,NA,18304,122.4,0.177,-2.651,Otoliths,24,14.29815254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ortiz2008,433,pdf
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Northwest Atlantic stock,Atlantic,Northwest,USA,Atlantic coast of USA,Northwest Atlantic Ocean (Southeast coast of USA),33.5,-76.5,1986-2007,1986,2007,8439,FF,152.5,NA,8439,121.6,0.228,-1.692,Otoliths,26,11.46589474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ortiz2008,433,pdf
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Gulf of Mexico stock,Atlantic,Gulf of Mexico,USA,Gulf of Mexico,"Northwest Atlantic Ocean (Gulf of Mexico, USA)",28.4,-89.5,1986-2007,1986,2007,11866,FF,158,NA,11866,132.8,0.17,-2.464,Otoliths,24,15.18305882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ortiz2008,433,pdf
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Northwest Atlantic stock,Atlantic,Northwest,USA,Atlantic coast of USA,Northwest Atlantic Ocean (Southeast coast of USA),33.5,-76.5,1986-2007,1986,2007,3733,MM,124,NA,3733,98.4,0.316,-1.34,Otoliths,24,8.153670886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ortiz2008,433,pdf
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Gulf of Mexico stock,Atlantic,Gulf of Mexico,USA,Gulf of Mexico,"Northwest Atlantic Ocean (Gulf of Mexico, USA)",28.4,-89.5,1986-2007,1986,2007,5869,MM,140,NA,5869,100,0.235,-2.554,Otoliths,23,10.21195745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ortiz2008,433,pdf
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Southwest Atlantic stock,Atlantic,Southwest,Trinidad and Tobago,Trinidad,Northwest Atlantic Ocean (Trinidad and Tobago),10.1,-60.2,1981-1982,1981,1982,363,BB,127,NA,NA,NA,NA,NA,NA,10,NA,321,56.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,All year [peak: Oct-Mar],12,NA,NA,NA,NA,NA,Sturm1989,148,paper
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Southwest Atlantic stock,Atlantic,Southwest,Trinidad and Tobago,Trinidad,Northwest Atlantic Ocean (Trinidad and Tobago),10.1,-60.2,1981-1982,1981,1982,233,FF,127,NA,233,140.1,0.15,-1.52,Otoliths,10,18.48,224,58.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,All year [peak: Oct-Mar],12,NA,NA,NA,NA,NA,Sturm1989,148,paper
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Southwest Atlantic stock,Atlantic,Southwest,Trinidad and Tobago,Trinidad,Northwest Atlantic Ocean (Trinidad and Tobago),10.1,-60.2,1981-1982,1981,1982,99,MM,94.5,NA,99,112.3,0.18,-1.79,Otoliths,7,14.87666667,97,54.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sturm1989,148,paper
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Gulf of Mexico stock,Atlantic,Gulf of Mexico,USA,Eastern Gulf of Mexico,"Northwest Atlantic Ocean (Eastern Gulf of Mexico, USA)",28.3,-85.5,1975-1988,1975,1988,9010,B,133,NA,439,132.6,0.127,NA,Tagging,NA,23.62204724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sutter1991,568,pdf
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Northwest Atlantic stock,Atlantic,Gulf of Mexico ,USA,Southern Atlantic coast,Northwest Atlantic Ocean (Southern Atlantic coast of USA),27.4,-79.3,1975-1985,1975,1985,3483,B,133,NA,157,152,0.07,NA,Tagging,NA,42.85714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sutter1991,568,pdf
Scomberomorus cavalla,King mackerel,KGM,Spanish mackerels,Scomberomorini,Scomberomorus,Southwest Atlantic stock,Atlantic,Southwest,Brazil,"Aquiraz, Cearíç",Southwest Atlantic Ocean (Northeast Brazil),-3.4,-37.4,1975,1975,1975,558,B,100.5,NA,NA,NA,NA,NA,NA,NA,NA,558,63,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct-Mar,6,NA,NA,NA,NA,NA,Vasconcelos-Gesteira1976,212,pdf
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,"Red Sea, Arabian Sea and the Gulf stock ?",Indian,Western,Oman ,Omani coast,Western Indian Ocean (Oman),23.61,59.94,1987-1995,1987,1995,NA,B,179,NA,NA,173.6,0.28,-0.86,Size-frequency,NA,9.854285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.27E-06,3.02,W in kg and FL in cm,Al-Hosni1999,8,pdf
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,"Red Sea, Arabian Sea and the Gulf stock ?",Indian,Western,Oman ,Western Indian Ocean (Oman),Western Indian Ocean (Oman),23.61,59.94,1987-1989,1987,1989,NA,B,158,NA,NA,182,0.3,-0.7,Size-frequency,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72E-06,3.31,NA,Bertignac1993,61,pdf
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,"Red Sea, Arabian Sea and the Gulf stock ?",Indian,Western,Djibouti ,Gulf of Aden ,"Western Indian Ocean (Gulf of Aden, Djibouti)",11.2,43.4,1982-1984,1982,1984,39884,B,137.4811321,NA,39884,138.4245283,0.2097,-0.515,Size-frequency,23,13.79115165,1150,47.85849057,76.16037736,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,Peak:Apr-Jul,NA,NA,NA,0.00402,3.062,W in g and TL in cm,Bouhlel1985,70,pdf
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,"Red Sea, Arabian Sea and the Gulf stock ?",Indian,Western,NA,Gulf of Oman ,Western Indian Ocean (Gulf of Oman),23.6,59.9,2000-2001,2000,2001,3650,BB,201,NA,NA,NA,NA,NA,NA,NA,NA,778,NA,82.22943445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May-Jun,2,NA,NA,NA,NA,NA,Claereboudt2004,118,pdf
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,"Red Sea, Arabian Sea and the Gulf stock ?",Indian,Western,NA,Gulf of Oman ,Western Indian Ocean (Gulf of Oman),23.6,59.9,2000-2001,2000,2001,447,FF,201,NA,NA,NA,NA,NA,NA,NA,NA,447,NA,80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May-Jun,2,NA,NA,NA,NA,NA,Claerebout2004,118,pdf
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,"Red Sea, Arabian Sea and the Gulf stock ?",Indian,Western,NA,Gulf of Oman ,Western Indian Ocean (Gulf of Oman),23.6,59.9,2000-2001,2000,2001,331,MM,201,NA,NA,NA,NA,NA,NA,NA,NA,331,NA,84.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May-Jun,2,NA,NA,NA,NA,NA,Claerebout2004,118,pdf
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,"Red Sea, Arabian Sea and the Gulf stock ?",Indian,Western,Oman ,Arabian Sea off the coast of Oman,Western Indian Ocean (Arabian Sea off the coast of Oman),21,59.5,2000-2001,2000,2001,1264,BB,166,NA,NA,NA,NA,NA,NA,20,NA,43,63.55348837,73.21162791,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,May-Jun,2,NA,NA,1.25E-05,2.911,W in kg and FL in cm,Claerebout2005,119,pdf
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,"Red Sea, Arabian Sea and the Gulf stock ?",Indian,Western,Oman ,Gulf of Oman ,Western Indian Ocean (Gulf of Oman),21,59.5,2000-2001,2000,2001,NA,BB,165,NA,NA,NA,NA,NA,NA,20,NA,545,57.68201835,82.44605505,NA,1.35,NA,NA,NA,NA,NA,NA,NA,NA,May-Jun,2,NA,NA,9.74E-06,2.961,W in kg and FL in cm,Claerebout2005,119,pdf
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,"Red Sea, Arabian Sea and the Gulf stock ?",Indian,Western,Oman ,Arabian Sea off the coast of Oman,Western Indian Ocean (Arabian Sea off the coast of Oman),21,59.5,2000-2001,2000,2001,149,FF,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,61.6,70.7,NA,0.71,NA,NA,NA,NA,NA,NA,NA,NA,May-Jun,2,NA,NA,NA,NA,NA,Claerebout2005,119,pdf
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,"Red Sea, Arabian Sea and the Gulf stock ?",Indian,Western,Oman ,Gulf of Oman ,Western Indian Ocean (Gulf of Oman),21,59.5,2000-2001,2000,2001,447,FF,165,NA,NA,NA,NA,NA,NA,NA,NA,301,57.1,80.7,NA,1.29,NA,NA,NA,NA,NA,NA,NA,NA,May-Jun,2,NA,NA,NA,NA,NA,Claerebout2005,119,pdf
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,"Red Sea, Arabian Sea and the Gulf stock ?",Indian,Western,Oman ,Arabian Sea off the coast of Oman,Western Indian Ocean (Arabian Sea off the coast of Oman),21,59.5,2000-2001,2000,2001,164,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,65.8,76.1,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,May-Jun,2,NA,NA,NA,NA,NA,Claerebout2005,119,pdf
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,"Red Sea, Arabian Sea and the Gulf stock ?",Indian,Western,Oman ,Gulf of Oman ,Western Indian Ocean (Gulf of Oman),21,59.5,2000-2001,2000,2001,331,MM,154,NA,NA,NA,NA,NA,NA,NA,NA,244,58.4,84.6,NA,1.44,NA,NA,NA,NA,NA,NA,NA,NA,May-Jun,2,NA,NA,NA,NA,NA,Claerebout2005,119,pdf
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,Indian stock,Indian,Central,Sri Lanka ,Western coast of Sri Lanka,Central Indian Ocean (Sri Lanka),8.13,79.06,1986-1987,1986,1987,1174,B,130,NA,1174,146,0.37,NA,Size-frequency,NA,8.108108108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dayaratne1989,141,paper
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,Indian stock,Indian,Central,India ,Palk Bay and the northern Gulf of Mannar ,"Central Indian Ocean (Gulf of Mannar, India)",8.5,79.2,1967-1968,1967,1968,3309,B,178.990566,NA,228,192.1981132,0.183,-0.16,Otoliths,31,16.23344262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009614,2.8577,W in g and TL in cm,Devaraj1981,156,pdf
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,Indian stock,Indian,Central,India ,Palk Bay and Gulf of Mannar ,"Central Indian Ocean (Gulf of Mannar, India)",8.5,79.2,1967-1968,1967,1968,3309,BF,178.990566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,Unreliable fecundity estimates,NA,NA,NA,NA,NA,NA,NA,Jan-Sep[peak:Apr-May],9,NA,NA,NA,NA,NA,Devaraj1983,157,pdf
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,Indian stock,Indian,Central,India,Calicut,"Central Indian Ocean (Calicut, western coast of India)",11.2,75.47,1993-1995,1993,1995,NA,B,NA,NA,NA,127,0.54,NA,Size-frequency,NA,5.555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Devaraj1999,160,pdf
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,Indian stock,Indian,Central,India,Mangalore,"Central Indian Ocean (Mangalore, western coast of India)",12.8,74.59,1993-1995,1993,1995,NA,B,NA,NA,NA,146,0.66,NA,Size-frequency,NA,4.545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Devaraj1999,160,pdf
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,Indian stock,Indian,Central,India,Veraval,"Central Indian Ocean (Veraval, western coast of India)",20.7,70.03,1992-1995,1992,1995,NA,B,NA,NA,NA,146.5,0.65,NA,Size-frequency,NA,4.615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Devaraj1999,160,pdf
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,Indian stock,Indian,Central,India,Tuticorin,"Central Indian Ocean (Tuticorin, eastern coast of India)",13,80.1,1992-1995,1992,1995,NA,B,NA,NA,NA,140,0.5,NA,Size-frequency,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Devaraj1999,160,pdf
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,Indian stock,Indian,Central,India,Cochin,"Central Indian Ocean (Cochin, western coast of India)",9.91,76.08,1993-1995,1993,1995,NA,B,NA,NA,NA,146,0.6,NA,Size-frequency,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Devaraj1999,160,pdf
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,Indian stock,Indian,Central,India,Mandapam Camp,"Central Indian Ocean  (Mandapam Camp, eastern coast of India)",9.1,79.1,1967-1969,1967,1969,NA,B,NA,NA,NA,176.8,0.57,NA,Size-frequency,NA,5.263157895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Devaraj1999,160,pdf
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,"Red Sea, Arabian Sea and the Gulf stock ?",Indian,Western,Oman ,Western Indian Ocean (Oman),Western Indian Ocean (Oman),23.61,59.94,1987,1987,1987,NA,B,NA,NA,NA,200,0.2744,NA,Size-frequency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dudley1987,173,pdf
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,"Red Sea, Arabian Sea and the Gulf stock ?",Indian,Western,Oman ,Oman,Western Indian Ocean (Oman),23.61,59.94,1987-1989,1987,1989,9089,B,200,NA,9089,164,0.34,NA,Size-frequency,NA,8.823529412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dudley1989,174,paper
Scomberomorus commerson,Narrow-barred Spanish mackerel,COM,Spanish mackerels,Scomberomorini,Scomberomorus,"Red Sea, Arabian Sea and the Gulf stock ?",Indian,Western,Yemen ,Gulf of Aden in Yemeni waters,"Western Indian Ocean (Gulf of Aden, Yemen)",13.5,49.2,1980s,1980,1989,NA,B,NA,NA,NA,230.3,0.12,0.01,Vertebrae,NA,25.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011,2.85,W in g and FL in cm ,Edwards1985,176,pdf
