Sc_name,C_name,Code,Taxo_group,Tribe,Genera,Stock_name,Ocean,Ocean_region,Country,Local_area,Area,Lat,Lon,Period_study,Startyear_study,Finalyear_study,Total_size,Sex,Lmax,Wmax,Growth_size,Linf,k,to,Growth_method,Tmax,Tmax_Taylor,Maturity_size,Lm,Lm50,Tm,Tm50,Fecundity_methods,Fecundity_size,Fmeanbatch,Oocytes_gram,Fecundity_equation,Fecundity_slope,Fecundity_Lm50,Spawning_freq,Spawning_season,Spawning_duration,Size_eggs,WL_size,WL_a,WL_b,WL_units,Source,Source_label,Source_format
Rastrelliger kanagurta,Indian mackerel,RAG,Mackerels,Scombrini,Rastrelliger,Philippines stock?,Indo-Pacific,Indo-Pacific,Philippines ,Sulu Sea,Indo-Pacific Ocean (Philippines),7.3,120.5,1987,1987,1987,NA,B,25.26,NA,NA,24.7,1.2,NA,Size-frequency,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lavapie-Gonzales1997,332,pdf
Rastrelliger kanagurta,Indian mackerel,RAG,Mackerels,Scombrini,Rastrelliger,Philippines stock?,Indo-Pacific,Indo-Pacific,Philippines ,Guimaras Strait,Indo-Pacific Ocean (Philippines),10.3,122.4,1984-1986,1984,1986,NA,B,34.11,NA,NA,33.9,1,NA,Size-frequency,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lavapie-Gonzales1997,332,pdf
Rastrelliger kanagurta,Indian mackerel,RAG,Mackerels,Scombrini,Rastrelliger,Philippines stock?,Indo-Pacific,Indo-Pacific,Philippines ,Samar Sea,Indo-Pacific Ocean (Philippines),11.4,124.2,1983-1986,1983,1986,NA,B,36.45,NA,NA,37.4,1,NA,Size-frequency,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lavapie-Gonzales1997,332,pdf
Rastrelliger kanagurta,Indian mackerel,RAG,Mackerels,Scombrini,Rastrelliger,Philippines stock?,Indo-Pacific,Indo-Pacific,Philippines ,Leyte Gulf,Indo-Pacific Ocean (Philippines),10.2,124.2,1986-1987,1986,1987,NA,B,32.35,NA,NA,31.9,2,NA,Size-frequency,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lavapie-Gonzalez1997,332,pdf
Rastrelliger kanagurta,Indian mackerel,RAG,Mackerels,Scombrini,Rastrelliger,Gulf of Thailand stock?,Indo-Pacific,Indo-Pacific,Malaysia,Kedai Buluh,Indo-Pacific Ocean (Eastern coast of Malaysa),5.4,103.4,1992-1993,1992,1993,NA,B,27.7,2.572,NA,27.7,0.86,NA,Size-frequency,NA,3.488372093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mansor1995,364,pdf
Rastrelliger kanagurta,Indian mackerel,RAG,Mackerels,Scombrini,Rastrelliger,Gulf of Thailand stock?,Indo-Pacific,Indo-Pacific,Malaysia,Endau,Indo-Pacific Ocean (Eastern coast of Malaysa),5.4,103.4,1985-1991,1985,1991,NA,B,27.7,2.572,NA,32.2,0.42,NA,Size-frequency,NA,7.142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mansor1995,364,pdf
Rastrelliger kanagurta,Indian mackerel,RAG,Mackerels,Scombrini,Rastrelliger,Gulf of Thailand stock?,Indo-Pacific,Indo-Pacific,Malaysia,Pulau Kambing,Indo-Pacific Ocean (Eastern coast of Malaysa),5.4,103.4,1985-1990,1985,1990,NA,B,27.7,2.572,NA,31.7,1.2,NA,Size-frequency,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453,3.04E-06,3.2453,W in g and TL in mm,Mansor1995,364,pdf
Rastrelliger kanagurta,Indian mackerel,RAG,Mackerels,Scombrini,Rastrelliger,Indonesia stock?,Indo-Pacific,Indo-Pacific,Indonesia ,Java Sea ,"Indo-Pacific Ocean (Java Sea, Indonesia)",-5.4,111.1,1991-1992,1991,1992,NA,B,NA,NA,NA,26.3,0.633,NA,Size-frequency,NA,4.739336493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nurhakim1995,423,pdf
Rastrelliger kanagurta,Indian mackerel,RAG,Mackerels,Scombrini,Rastrelliger,Indonesia stock?,Indo-Pacific,Indo-Pacific,Indonesia ,Java Sea ,"Indo-Pacific Ocean (Java Sea, Indonesia)",-5.4,111.1,1991-1992,1991,1992,NA,B,NA,NA,NA,26.1,0.759,NA,Size-frequency,NA,3.95256917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nurhakim1995,423,pdf
Rastrelliger kanagurta,Indian mackerel,RAG,Mackerels,Scombrini,Rastrelliger,Gulf of Thailand stock?,Indo-Pacific,Indo-Pacific,Malasya,Pankor Island,Indo-Pacific Ocean (Malasya),6,102.99,1960,1960,1960,90,BF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct-Apr,7,0.695,NA,NA,NA,NA,Pathansali1967,444,pdf
Rastrelliger kanagurta,Indian mackerel,RAG,Mackerels,Scombrini,Rastrelliger,Indonesia stock?,Indo-Pacific,Indo-Pacific,Indonesia ,Java Sea ,"Indo-Pacific Ocean (Java Sea, Indonesia)",-5.1,111.1,1983-1984,1983,1984,NA,B,NA,NA,NA,24.15971143,1.625,NA,Size-frequency,NA,1.846153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sadhotomo1985,501,pdf
Rastrelliger kanagurta,Indian mackerel,RAG,Mackerels,Scombrini,Rastrelliger,Indonesia stock?,Indo-Pacific,Indo-Pacific,Indonesia ,Java Sea ,"Indo-Pacific Ocean (Java Sea, Indonesia)",-5.1,111.1,1972,1972,1972,NA,B,22.56159822,NA,NA,22.46759156,2.76,0.91,Size-frequency,NA,1.996956522,NA,16.92119867,17.86126526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88E-06,3.191,W in kg and TL in cm,Sudjastani1974,564,pdf
Rastrelliger kanagurta,Indian mackerel,RAG,Mackerels,Scombrini,Rastrelliger,Malacca Strait stock?,Indo-Pacific,Indo-Pacific,Thailand,From Trang to Staul,Indo-Pacific Ocean (Western coast of Thailand),6.2,99.2,1981-1984,1981,1984,NA,B,23.5,NA,NA,25.94583796,1.5,NA,Size-frequency,NA,2,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep,1,NA,NA,NA,NA,NA,Sutthakorn1987,438,paper
Rastrelliger kanagurta,Indian mackerel,RAG,Mackerels,Scombrini,Rastrelliger,Malacca Strait stock?,Indo-Pacific,Indo-Pacific,Thailand,From Ranong to Phuket,Indo-Pacific Ocean (Western coast of Thailand),8.1,97.5,1981-1984,1981,1984,NA,B,22.51,NA,NA,26.88590455,1.75,NA,Size-frequency,NA,1.714285714,NA,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec & Mar,2,NA,NA,NA,NA,NA,Sutthakorn1987,438,paper
Rastrelliger kanagurta,Indian mackerel,RAG,Mackerels,Scombrini,Rastrelliger,Malacca Strait stock?,Indo-Pacific,Indo-Pacific,Thailand,From Phuket to Trang,Indo-Pacific Ocean (Western coast of Thailand),6.5,99.1,1981-1984,1981,1984,NA,B,21.5,NA,NA,25.8518313,1.9,NA,Size-frequency,NA,1.578947368,NA,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec-Jan,2,NA,NA,NA,NA,NA,Sutthakorn1987,438,paper
Rastrelliger kanagurta,Indian mackerel,RAG,Mackerels,Scombrini,Rastrelliger,Indonesia stock?,Indo-Pacific,Indo-Pacific,Indonesia ,Malacca Strait,"Indo-Pacific Ocean (Malacca Strait, Indonesia)",4.5,99.2,1984-1986,1984,1986,NA,B,26.5,NA,NA,26.97991121,0.78,NA,Size-frequency,NA,3.846153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1.45E-06,3.377,W in g and TL in mm,Tampubolon1988,571,pdf
Rastrelliger kanagurta,Indian mackerel,RAG,Mackerels,Scombrini,Rastrelliger,Philippines stock?,Indo-Pacific,Indo-Pacific,Philippines ,Samar Sea,Indo-Pacific Ocean (Philippines),10.2,124.2,1984,1984,1984,NA,B,NA,NA,NA,26.5,1.6,NA,Size-frequency,NA,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tandog-Edralin1988,574,pdf
Rastrelliger kanagurta,Indian mackerel,RAG,Mackerels,Scombrini,Rastrelliger,Philippines stock?,Indo-Pacific,Indo-Pacific,Philippines ,Guimaras Strait,Indo-Pacific Ocean (Philippines),10.2,124.2,1985,1985,1985,NA,B,NA,NA,NA,27.5,1.65,NA,Size-frequency,NA,1.818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tandog-Edralin1988,574,pdf
Rastrelliger kanagurta,Indian mackerel,RAG,Mackerels,Scombrini,Rastrelliger,Philippines stock?,Indo-Pacific,Indo-Pacific,Philippines ,Illana Bay,Indo-Pacific Ocean (Philippines),10.2,124.2,1983,1983,1983,NA,B,NA,NA,NA,39,0.72,NA,Size-frequency,NA,4.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tandog-Edralin1988,574,pdf
Rastrelliger kanagurta,Indian mackerel,RAG,Mackerels,Scombrini,Rastrelliger,Philippines stock?,Indo-Pacific,Indo-Pacific,Philippines ,Illana Bay,Indo-Pacific Ocean (Philippines),10.2,124.2,1984,1984,1984,NA,B,NA,NA,NA,39,0.72,NA,Size-frequency,NA,4.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tandog-Edralin1988,574,pdf
Rastrelliger kanagurta,Indian mackerel,RAG,Mackerels,Scombrini,Rastrelliger,Philippines stock?,Indo-Pacific,Indo-Pacific,Philippines ,Visayan Sea,Indo-Pacific Ocean (Philippines),11.2,123.4,1983,1983,1983,NA,B,NA,NA,NA,29.5,1.5,NA,Size-frequency,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tandog-Edralin1988,574,pdf
Rastrelliger kanagurta,Indian mackerel,RAG,Mackerels,Scombrini,Rastrelliger,Philippines stock?,Indo-Pacific,Indo-Pacific,Philippines ,Visayan Sea,Indo-Pacific Ocean (Philippines),11.2,123.4,1984,1984,1984,NA,B,NA,NA,NA,37,0.7,NA,Size-frequency,NA,4.285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tandog-Edralin1988,574,pdf
Rastrelliger kanagurta,Indian mackerel,RAG,Mackerels,Scombrini,Rastrelliger,NA,Pacific,Indo-Pacific,Taiwan,Minnan-Taiwan Bank,Indo-Pacific Ocean (Taiwan),26.1,121.23,1996-1997,1996,1997,NA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mar-Aug,6,NA,NA,NA,NA,NA,Wu2000,626,pdf
Sarda australis,Australian bonito,BAU,Bonitos,Sardini,Sarda,General,Pacific,Soutwest,Australia,Montague Island,"Southwest Pacific Ocean (Montague Island, Australia)",-26.6,153.7,NA,NA,NA,NA,B,107.95,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IGFA2011,267,pdf
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Southeast Pacific stock,Pacific,Southeast,Chile,Chile,Southeast Pacific Ocean (Chile),-24.4,-71.6,1968-1969,1968,1969,1700,B,74,NA,NA,NA,NA,NA,NA,NA,NA,500,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-Apr[peak:Oct-Feb],8,NA,595,0.0118,3.02,W in g and FL in cm,Barret1971,41,pdf
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Northeast Pacific stock,Pacific,Northeast,NA,"From Point Conception, California to Baja California, Mexico","Northeast Pacific Ocean (California, USA and Baja California, Mexico)",32.2,-118,1974-1976,1974,1976,792,BB,80,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mar-Jul,5,NA,NA,NA,NA,NA,Black1979,63,pdf
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Northeast Pacific stock,Pacific,Northeast,NA,"From Point Conception, California to Baja California, Mexico","Northeast Pacific Ocean (California, USA and Baja California, Mexico)",32.2,-118,1974-1976,1974,1976,395,FF,80,NA,NA,NA,NA,NA,NA,6,NA,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mar-Jul,5,1.08,NA,NA,NA,NA,Black1979,63,pdf
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Northeast Pacific stock,Pacific,Northeast,NA,"From Point Conception, California to Baja California, Mexico","Northeast Pacific Ocean (California, USA and Baja California, Mexico)",32.2,-118,1974-1976,1974,1976,397,MM,80,NA,NA,NA,NA,NA,NA,6,NA,397,NA,47.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Mar-Jul,5,NA,NA,NA,NA,NA,Black1979,63,pdf
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Northeast Pacific stock,Pacific,Northeast,NA,"From Point Conception, California to Baja California, Mexico","Northeast Pacific Ocean (California, USA and Baja California, Mexico)",32.2,-118,1968-1973,1968,1973,3139,B,79,7.657,3139,76.87,0.6215,-0.41,Otoliths,6,4.417031376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2824,7.63E-06,3.08962,W in kg and FL in cm,Campbell1975,83,paper
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Northeast Pacific stock,Pacific,Northeast,NA,"From Point Conception, California to Baja California, Mexico","Northeast Pacific Ocean (California, USA and Baja California, Mexico)",32.2,-118,1968-1973,1968,1973,3139,BB,79,7.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2824,7.63E-06,3.08962,W in kg and FL in cm,Campbell1975,83,paper
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Northeast Pacific stock,Pacific,Northeast,NA,"From Point Conception, California to Baja California, Mexico","Northeast Pacific Ocean (California, USA and Baja California, Mexico)",32.2,-118,1968-1973,1968,1973,NA,FF,77,7.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.93E-06,3.08338,W in kg and FL in cm,Campbell1975,83,paper
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Northeast Pacific stock,Pacific,Northeast,NA,"From Point Conception, California to Baja California, Mexico","Northeast Pacific Ocean (California, USA and Baja California, Mexico)",32.2,-118,1968-1973,1968,1973,NA,MM,72.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.26E-06,3.097,W in kg and FL in cm,Campbell1975,83,paper
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Southeast Pacific stock,Pacific,Southeast,NA,Southeast Pacific Ocean,Southeast Pacific Ocean,-11.4,-78.5,NA,NA,NA,NA,B,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Collete1983,122,pdf
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Southeast Pacific stock,Pacific,Southeast,Peru,"Cape Blanco, between Paita and Lima",Southeast Pacific Ocean (Peru),-11.4,-79.1,1953,1953,1953,5,B,65.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Godsil1955,217,pdf
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Southeast Pacific stock,Pacific,Southeast,Chile,Iquique,Southeast Pacific Ocean (Northern Chile),-20.2,-71.2,1981-1982,1981,1982,298,BB,65.00541712,NA,NA,NA,NA,NA,NA,NA,NA,187,43.23845169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-Mar,7,NA,NA,NA,NA,NA,Goldberg1984,551,pdf
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Southeast Pacific stock,Pacific,Southeast,Chile,Iquique,Southeast Pacific Ocean (Northern Chile),-20.2,-71.2,1981-1982,1981,1982,129,FF,62.83856988,NA,NA,NA,NA,NA,NA,NA,NA,85,44.42036836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-Mar,7,0.79,NA,NA,NA,NA,Goldberg1984,551,pdf
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Southeast Pacific stock,Pacific,Southeast,Chile,Iquique,Southeast Pacific Ocean (Northern Chile),-20.2,-71.2,1981-1982,1981,1982,169,MM,65.00541712,NA,NA,NA,NA,NA,NA,NA,NA,102,42.25352113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-Mar,7,NA,NA,NA,NA,NA,Goldberg1984,551,pdf
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Northeast Pacific stock,Pacific,Northeast,USA,"181 Spot, California","Northeast Pacific Ocean (California, USA)",33.4,-121.1,NA,NA,NA,NA,B,99.06,9.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IGFA2011,267,pdf
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Southeast Pacific stock,Pacific,Southeast,Peru,Peru,Southeast Pacific Ocean (Peru),-11.4,-79.1,1964-1968,1964,1968,92,B,64,NA,72,101.4,0.154,0.015,Otoliths,NA,19.49551948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kuo1970,326,pdf
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Northeast Pacific stock,Pacific,Northeast,USA,San diego,"Northeast Pacific Ocean (California, USA)",32.3,-117.5,1964-1968,1964,1968,929,B,75,NA,121,266.61,0.038,0.6,Otoliths,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kuo1970,326,pdf
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Northeast Pacific stock,Pacific,Northeast,USA,San diego,"Northeast Pacific Ocean (California, USA)",32.3,-117.5,1964-1968,1964,1968,929,BB,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0121,3.0065,W in g and FL in cm,Kuo1970,326,pdf
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Northeast Pacific stock,Pacific,Northeast,USA,San diego,"Northeast Pacific Ocean (California, USA)",32.3,-117.5,1964-1968,1964,1968,NA,FF,NA,NA,NA,NA,NA,NA,NA,NA,NA,543,47,51,NA,5,Unreliable fecundity estimates,NA,NA,NA,NA,NA,NA,NA,Apr-Aug,5,0.95,NA,NA,NA,NA,Kuo1970,326,pdf
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Northeast Pacific stock,Pacific,Northeast,USA,San diego,"Northeast Pacific Ocean (California, USA)",32.3,-117.5,1964-1968,1964,1968,NA,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kuo1970,326,pdf
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Northeast Pacific stock,Pacific,Northeast,USA,Southern California,"Northeast Pacific Ocean (California, USA)",33.4,-121.1,1973,1973,1973,1204,B,64,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marxwell1977,368,pdf
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Northeast Pacific stock,Pacific,Northeast,USA,Southern California,"Northeast Pacific Ocean (California, USA)",33.4,-121.1,1974,1974,1974,653,B,73,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marxwell1977,368,pdf
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Northeast Pacific stock,Pacific,Northeast,USA,Southern California,"Northeast Pacific Ocean (California, USA)",33.4,-121.1,1972,1972,1972,1676,B,77,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maxwell1977,368,pdf
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Southeast Pacific stock,Pacific,Southeast,Peru,Peru,Southeast Pacific Ocean (Peru),-11.4,-78.5,1951-1953,1951,1953,NA,B,72.5,NA,NA,76,0.455,-0.28,Size-frequency,NA,6.313406593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pauly1987,446,pdf
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Northeast Pacific stock,Pacific,Northeast,USA,California,"Northeast Pacific Ocean (California, USA)",33.8,-122.3,1947-1971,1947,1971,NA,B,101.6,11.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jan-May,5,NA,NA,NA,NA,NA,Thayer1973,58,pdf
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Southeast Pacific stock,Pacific,Southeast,Peru,From Chimbote to Ilo,Southeast Pacific Ocean (Peru),-15.4,-75.5,1957-1960,1957,1960,1078,BB,65.18915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-Apr-Feb[Nov-Jan],6,NA,NA,NA,NA,NA,Vildoso1963,595,pdf
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Southeast Pacific stock,Pacific,Southeast,Peru,From Chimbote to Ilo,Southeast Pacific Ocean (Peru),-15.4,-75.5,1957-1960,1957,1960,513,FF,65.18915,NA,NA,NA,NA,NA,NA,NA,NA,513,NA,50,NA,NA,Unreliable fecundity estimates,NA,NA,NA,NA,NA,NA,NA,Sep-Apr-Feb[Nov-Jan],6,NA,NA,NA,NA,NA,Vildoso1963,595,pdf
Sarda chiliensis,Pacific bonito,BEP,Bonitos,Sardini,Sarda,Southeast Pacific stock,Pacific,Southeast,Peru,From Chimbote to Ilo,Southeast Pacific Ocean (Peru),-15.4,-75.5,1957-1960,1957,1960,565,MM,NA,NA,NA,NA,NA,NA,NA,NA,NA,565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-Apr-Feb[Nov-Jan],6,NA,NA,NA,NA,NA,Vildoso1963,595,pdf
Sarda orientalis,Striped bonito,BIP,Bonitos,Sardini,Sarda,Indian stock,Indian,Indian,NA,Indian Ocean,Indian Ocean,NA,NA,NA,NA,NA,NA,B,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Collette1983,122,pdf
Sarda orientalis,Striped bonito,BIP,Bonitos,Sardini,Sarda,Indian stock,Indian,Eastern,Seychelles,Victoria,Eastern Indian Ocean (Seychelles),-5.3,55.5,1975,1975,1975,NA,B,89.5,10.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IGFA2011,267,pdf
Sarda orientalis,Striped bonito,BIP,Bonitos,Sardini,Sarda,Indian stock,Indian,Central,India,Vizhingam,Central Indian Ocean (Southwest coast of India),8.5,75.9,1959-1960,1959,1960,4,BF,55,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unreliable fecundity estimates,NA,NA,NA,NA,NA,NA,NA,April-Sep [Peak: May-Aug],6,1.13,NA,NA,NA,NA,Rao1964,478,pdf
Sarda orientalis,Striped bonito,BIP,Bonitos,Sardini,Sarda,Indian stock,Indian,Central,India,Vizhingam,Central Indian Ocean (Southwest coast of India),8.5,75.9,1960-1961,1960,1961,5,BF,60.5,NA,NA,NA,NA,NA,NA,NA,NA,5,38.6,NA,NA,NA,Unreliable fecundity estimates,NA,NA,NA,NA,NA,NA,NA,Jul-Sep,3,1.3,NA,NA,NA,NA,Silas1964,538,pdf
Sarda orientalis,Striped bonito,BIP,Bonitos,Sardini,Sarda,Indian stock,Indian,Central,India,Western and eastern coasts of India and Minicoy,Central Indian Ocean (Western and eastern coasts of India and Minicoy),9.5,75.5,1976-1982,1976,1982,NA,B,65,NA,NA,66,1.0005,-0.13,Size-frequency,NA,2.86850075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Silas1985,539,paper
Sarda orientalis,Striped bonito,BIP,Bonitos,Sardini,Sarda,Indian stock,Indian,Central,India,"Kerala coast, southwest India","Central Indian Ocean (Kerala, southwest coast of India)",9.5,75.5,2006-2010,2006,2010,NA,B,68,NA,NA,74.75,0.68,0,Size-frequency,NA,4.411764706,NA,NA,42,NA,NA,Unreliable fecundity estimates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sivadas2012,681,pdf
Sarda orientalis,Striped bonito,BIP,Bonitos,Sardini,Sarda,Indian stock,Pacific,Northwest,Japan,Japan,Northwest Pacific Ocean (Japan),33.8,137.8,NA,NA,NA,NA,B,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Collette1983,122,pdf
